ID_REF	NMB109
cg18409528	0.908867403887563
cg14399369	0.908535020006258
cg08879470	0.94085486128853
cg06539717	0.921953228300662
cg16400631	0.0242529440463999
cg19119945	0.953499376825152
cg25324047	0.0393322907535704
cg13539545	0.0219207539815582
cg10512745	0.927781465934795
cg20820767	0.0341977813283048
cg12062819	0.139419918907793
cg06300944	0.920110562908046
cg11948766	0.0563552617795698
cg06368590	0.0178578914338112
cg04021697	0.0272620335535318
cg20852226	0.913405895362831
cg15929797	0.0321336069885169
cg01323777	0.928265979611321
cg00295794	0.925195971937938
cg18782604	0.0300706299343769
cg20265661	0.918741497751962
cg00039801	0.0162218932034261
cg06833110	0.0237639374319212
cg08333858	0.0509014161277281
cg11213574	0.0233902541702231
cg11033271	0.929857796330065
cg20267580	0.0294843883819607
cg09031522	0.0605421509257254
cg22031783	0.0614002913110297
cg14507337	0.815331609923684
cg05297854	0.0295868264643942
cg12408990	0.952280332529648
cg08307469	0.0312339344407208
cg26539736	0.165300040344492
cg08363684	0.0893911352347006
cg05769889	0.88282849179893
cg24337818	0.912513036878925
cg13294849	0.0410602553266577
cg25228422	0.881870745836148
cg10329345	0.0972133186008014
cg08893692	0.025813171941753
cg07974511	0.0331512279695521
cg21694350	0.893945036314359
cg23030863	0.0951518671553383
cg04707519	0.0239987240148973
cg23064609	0.0453733332663112
cg26228266	0.945319803800791
cg09235562	0.0214077133104985
cg19978312	0.949493567752989
cg00450784	0.0333348045146854
cg00498591	0.0209094782551186
cg17542408	0.172991995280131
cg26107890	0.0392252985223509
cg13407335	0.866044007847704
cg01697719	0.944174892248567
cg15673034	0.943541732379599
cg13990092	0.0911776751709741
cg22125968	0.601626088576196
cg10168149	0.0397351530764181
cg22399133	0.485716675106252
cg17473377	0.36159226875128
cg05888872	0.875273423845401
cg06747432	0.927036951080196
cg24740026	0.0217016853426476
cg05347845	0.0486254509001357
cg03454775	0.100503538815379
cg18904891	0.942535439125006
cg05408649	0.0353695319721685
cg00713400	0.0390937752679282
cg12811449	0.609629945035073
cg09794469	0.0374428782652704
cg12560020	0.943406205238122
cg01536987	0.673718223600319
cg00507738	0.892757266580255
cg18566177	0.113775672904126
cg14544666	0.929304415318797
cg23398076	0.917818702259562
cg03605610	0.0275031209608848
cg25830696	0.0173819419687802
cg24591770	0.0288860328433169
cg25453625	0.948724567348539
cg01963134	0.21108443583805
cg23121394	0.877321519492185
cg14557185	0.93556076929509
cg19003390	0.12496557429399
cg22507154	0.029263993690001
cg18274480	0.887358507356355
cg17959970	0.0241694791333262
cg01544903	0.938890657106063
cg19053239	0.0303898201602204
cg02297063	0.025902812417967
cg20611911	0.0342037802703142
cg20072171	0.936270665623468
cg08800878	0.602865126018967
cg08613144	0.926020128908688
cg10584587	0.143471264180099
cg24720717	0.0163789843105422
cg13588403	0.637656868702545
cg14543508	0.872692792950954
cg05719164	0.0175285842564874
cg25461801	0.950460953114769
cg22365240	0.900231831446474
cg01915516	0.013073250108682
cg23928165	0.0185559022229474
cg10426234	0.0399831507857019
cg22282405	0.0916933900860109
cg21497990	0.0197846139793819
cg17143192	0.950082428571095
cg23445461	0.936624940995467
cg24641302	0.888588580478916
cg26000619	0.026102549384041
cg17760405	0.0245631255437967
cg16616521	0.926243553573062
cg13639451	0.0817001708840088
cg04705620	0.884950410531772
cg00631482	0.909614126979705
cg00944421	0.0490226223774687
cg26093711	0.884234472308075
cg05496203	0.909852688164041
cg23097402	0.934239411837002
cg07846737	0.0557366170799857
cg00295572	0.0135351806248941
cg24504927	0.024079813411704
cg25718467	0.0251702386470081
cg00361495	0.882815593614519
cg11957331	0.0250562922668145
cg25379390	0.107120152651086
cg27376136	0.423306051227821
cg19478500	0.437057357601673
cg04770020	0.0949225916666459
cg01889143	0.030786437021168
cg05014727	0.906741032503055
cg12852139	0.0475387952075672
cg18222083	0.935516412823015
cg00114029	0.877884392424316
cg12313892	0.0508749878375448
cg20377305	0.927123122952017
cg02348751	0.545461358008945
cg10122865	0.0446777111228284
cg25923609	0.0383267130364857
cg18121224	0.0261298874803673
cg18477674	0.0254152441429457
cg13331196	0.0149317104995861
cg16513459	0.907364076567379
cg09671258	0.0221297091698131
cg15126975	0.0223335867124117
cg02037307	0.0226551337167952
cg25740565	0.0479610538026335
cg07017164	0.095771175647736
cg17090968	0.025384394184309
cg24073122	0.0328507068000312
cg09899173	0.0457639559245381
cg19440264	0.0253484494934672
cg15219228	0.800182912705991
cg21017569	0.946959705449936
cg20525229	0.547754017145444
cg19320816	0.0162779724220616
cg07478240	0.0839237080299312
cg14781922	0.0328787148635839
cg26330116	0.0361837312760736
cg14210311	0.141085259957658
cg18262591	0.0457477228411707
cg07911905	0.06303131538125
cg01961086	0.0366806824267243
cg14543255	0.0655210448301866
cg26679004	0.0380777911104724
cg23101649	0.56322881406871
cg09619624	0.0260642877102315
cg10626816	0.0532204892219763
cg22047387	0.900689810688943
cg00601042	0.0274016106990602
cg16781264	0.922522827741226
cg20560283	0.940061837021975
cg10386298	0.0198849767877508
cg08850461	0.0319919861835307
cg23186787	0.0651288901824252
cg02791973	0.0349283434066522
cg08782022	0.0303414171616221
cg16999254	0.0329796182372545
cg00016481	0.0444539269493261
cg15250633	0.0692603180507922
cg16781647	0.101872748795909
cg22054918	0.9596216553289
cg08750504	0.0401955917024514
cg03467825	0.894995428531734
cg13092405	0.0210499250439872
cg08154101	0.113372530464969
cg11633126	0.936465995797712
cg18882819	0.622180484044104
cg25316663	0.0185760888753948
cg06153925	0.0490148229230101
cg27565555	0.0202868803840777
cg16281276	0.481299528128042
cg24496841	0.909197450031424
cg16276063	0.0210310292884673
cg24436715	0.0328120252647385
cg01089498	0.660110164848121
cg17443359	0.0307425940833188
cg08154437	0.0226473703894959
cg10689404	0.0247527908470167
cg07184578	0.659726377974973
cg03867465	0.0191863022589603
cg04115680	0.950090450981519
cg23971170	0.0450439153887552
cg00532413	0.868594405375081
cg11203538	0.04459820401445
cg22747480	0.921115923238286
cg00675156	0.960534450292126
cg18794404	0.0196628692839874
cg03876032	0.0300650492729067
cg14615927	0.0566252918295891
cg01462184	0.0463310935300395
cg04052466	0.0205207380582425
cg20650802	0.779542290090452
cg13945107	0.937264179745799
cg21272897	0.0464958704416216
cg16823083	0.0254539765309885
cg09064304	0.0234121163157131
cg12528981	0.0443235759831246
cg23561979	0.0409503144875348
cg05141014	0.0676334987798331
cg11848244	0.0723515203774406
cg08994060	0.893927096068772
cg04541368	0.0342786098403996
cg08364561	0.766489728201445
cg08835103	0.895630827614395
cg18801906	0.0722720780430072
cg04045327	0.0629274580107032
cg14654324	0.913425741599061
cg18788664	0.0886040698751071
cg08190858	0.0272709520229296
cg17493885	0.0363814447567598
cg25176883	0.0394885402356615
cg22952142	0.0273740678089379
cg08118159	0.868636184478581
cg19318393	0.0365573644125559
cg01192077	0.0521061190430515
cg02184673	0.0467381091474792
cg07385694	0.040027766339487
cg21493516	0.0334130064309104
cg22982368	0.0401473849185043
cg27416863	0.0655541709599918
cg08667128	0.937648977967488
cg23433889	0.0222155641748586
cg02698580	0.0482751549959635
cg16543094	0.165200217034072
cg23158189	0.0271694732863518
cg02683759	0.0125100232072208
cg14138132	0.906058671113061
cg24673771	0.497365579823272
cg18476766	0.193636329739886
cg16887264	0.0154430184095021
cg24208826	0.103745162315214
cg04723401	0.566636457605793
cg09380000	0.934112752648221
cg22894896	0.932369468394088
cg15650509	0.0238947952518705
cg16423505	0.871801711431423
cg15221604	0.903319053011422
cg08074534	0.0473846588784501
cg17386213	0.0190639835954424
cg05327835	0.0217344989342689
cg16732616	0.841280242567892
cg02250553	0.174760304998401
cg02232704	0.0239149281189937
cg11851910	0.900958054107623
cg17543488	0.0215156224204321
cg06691343	0.0646256680264396
cg08363278	0.156385232013781
cg00976453	0.934157226360991
cg18280830	0.0595952822552218
cg24324815	0.0250653449379663
cg23530031	0.0698114456071712
cg18235050	0.599193866306355
cg07382923	0.0221713815023113
cg22711792	0.844728605002651
cg05505450	0.851876352420912
cg13621679	0.0123223107628148
cg02269388	0.871689295795228
cg15922174	0.0313951459877068
cg19351954	0.0213523341815121
cg16703956	0.0183962956635599
cg18183163	0.0284403261722139
cg25624478	0.0434263728862896
cg16329658	0.0368428445486673
cg12505170	0.0424153209399408
cg02090762	0.0330289785081796
cg01275887	0.044128661333945
cg26004771	0.0343022459879968
cg10755235	0.0187726285161968
cg26212328	0.0254478506431846
cg00274965	0.675608239083275
cg08465346	0.0564452639864133
cg19105122	0.0291420488436199
cg24211504	0.0274968709784592
cg14133945	0.928910778131785
cg09982174	0.104222505758834
cg08488615	0.0790778729157393
cg27632435	0.86624266108792
cg04308185	0.927418798528276
cg15393025	0.963485122645778
cg00870269	0.0551067805994694
cg23238315	0.0410314059905854
cg27053299	0.436501899511198
cg04807470	0.0326349115957634
cg21472506	0.0300206756968207
cg14701491	0.0279607161910003
cg23291280	0.0147251895788258
cg17284168	0.0552342167354249
cg21913897	0.0461562380300148
cg11827910	0.0518231939042043
cg23217622	0.0537289177060923
cg24145118	0.0351144932520196
cg00995986	0.903684358816583
cg15222899	0.0165721917074078
cg14375923	0.0454627443419478
cg00332937	0.725055354742621
cg24890103	0.0384087955668842
cg15790037	0.0148598435431873
cg03855388	0.107458918630267
cg15006175	0.0692057947978615
cg17974166	0.02067880743749
cg01695225	0.584614819780287
cg10962762	0.0187781029113048
cg00461753	0.0719720808877871
cg01736164	0.0316576974927255
cg07108441	0.489091321370277
cg17882374	0.939495943919274
cg20042908	0.0439377878300387
cg04425920	0.0349864706444653
cg23024136	0.0198924676481073
cg12500879	0.0373815672071914
cg07106394	0.94195372162696
cg07377422	0.0255548442460444
cg26681770	0.947548193329691
cg16415457	0.0350558396806196
cg20520804	0.0531347674864147
cg12352124	0.0426630777878925
cg11246938	0.0611697470505176
cg02121529	0.0202363088143633
cg27307298	0.0177922742032626
cg23365801	0.811678431280546
